SK_CustomerID,CustomerID,TaxID,Status,LastName,FirstName,MiddleInitial,Gender,Tier,DOB,AddressLine1,AddressLine2,PostalCode,City,StateProv,Country,Phone1,Phone2,Phone3,Email1,Email2,NationalTaxRateDesc,NationalTaxRate,LocalTaxRateDesc,LocalTaxRate,AgencyID,CreditRating,NetWorth,MarketingNameplate,IsCurrent,BatchID,EffectiveDate,EndDate
4734,744,"167-90-1608         ","ACTIVE    ","Colclasure                    ","Mahesh                        ",NULL,M,3,1936-03-22,2416 Fleet Court,NULL,"70130       ","San Diego                ","PA                  ",United States of America,NULL,NULL,NULL,"Mahesh.Colclasure@farce.de                        ","Mahesh.Colclasure@kify.net                        ","Prince Edward Island Income Tax for the masses    ",0.30800,"Kansas Income Tax for blue collar workers         ",0.06450,NULL,NULL,NULL,NULL,1,1,2009-01-22,9999-12-31
4735,2906,"417-81-9088         ","ACTIVE    ","Mattiuz                       ","Maitreya                      ",NULL,F,3,1946-06-23,13590 Westover East,NULL,"98195       ","Buffalo                  ","KY                  ",United States of America,NULL,NULL,NULL,"Maitreya.Mattiuz@icqmail.com                      ","Maitreya.Mattiuz@12Freeukisp.co.uk                ","Delaware Income Tax for blue collar workers       ",0.02200,"Ohio Income Tax for blue collar workers           ",0.00690,NULL,NULL,NULL,NULL,0,1,2013-08-25,2015-06-13
4736,2906,"417-81-9088         ","INACTIVE  ","Mattiuz                       ","Maitreya                      ",NULL,F,3,1946-06-23,13590 Westover East,NULL,"98195       ","Buffalo                  ","KY                  ",United States of America,NULL,NULL,NULL,"Maitreya.Mattiuz@icqmail.com                      ","Maitreya.Mattiuz@12Freeukisp.co.uk                ","Delaware Income Tax for blue collar workers       ",0.02200,"Ohio Income Tax for blue collar workers           ",0.00690,NULL,NULL,NULL,NULL,1,1,2015-06-13,9999-12-31
4737,2921,"705-43-7591         ","ACTIVE    ","Parypa                        ","Makam                         ",NULL,U,3,1985-11-21,11741 Hilltop Court,NULL,"95166       ","Halifax                  ","Saskatchewan        ","Canada                  ",NULL,NULL,NULL,"Makam.Parypa@privacyharbor.com                    ",NULL,"Nova Scotia Income Tax for the unemployed         ",0.38670,"Newfoundland Income Tax for school teachers       ",0.32160,NULL,NULL,NULL,NULL,1,1,2013-09-05,9999-12-31
4738,3687,"695-93-0872         ","ACTIVE    ","Chane                         ","Man                           ",NULL,F,3,1967-10-19,2700 Windwood North,NULL,"85769       ","St. Petersburg           ","SD                  ",United States of America,NULL,NULL,NULL,"Man.Chane@aussiemail.com.au                       ","Man.Chane@icqmail.com                             ","Alabama Tax for blue collar workers               ",0.02000,"Maryland Income Tax for inherited wealth          ",0.04850,NULL,NULL,NULL,NULL,1,1,2015-04-26,9999-12-31
4739,2804,"530-61-0516         ","ACTIVE    ","Juhan                         ","Maxey                         ",NULL,U,3,1989-07-26,16574 Yale Road,NULL,"73184       ","Raleigh                  ","VT                  ",United States of America,NULL,NULL,"752-833420714                 ","Maxey.Juhan@SoftHome.net                          ","Maxey.Juhan@letterbox.org                         ","Arizona Income Tax for blue collar workers        ",0.03410,"Montana Income Tax for the elderly                ",0.06000,NULL,NULL,NULL,NULL,1,1,2013-06-09,9999-12-31
4740,506,"902-34-1052         ","ACTIVE    ","Preville                      ","Miriam                        ",NULL,U,2,2014-10-03,14499 Lyle Way,NULL,"85285       ","Lubbock                  ","ND                  ",United States of America,NULL,NULL,NULL,"Miriam.Preville@webmail.co.za                     ","Miriam.Preville@gmx.it                            ","West Virginia Income Tax for the elderly          ",0.05630,"Tennesse Income Tax for the masses                ",0.00000,NULL,NULL,NULL,NULL,1,1,2008-09-25,9999-12-31
4741,4238,"688-82-5775         ","ACTIVE    ","Kirouac                       ","Olympia                       ",NULL,M,3,1967-01-02,1238 Westwick West,NULL,"70173       ","Huntsville               ","MD                  ","Canada                  ",NULL,NULL,NULL,"Olympia.Kirouac@amplimail.com                     ","Olympia.Kirouac@enveloped.org                     ","New Jersey Income Tax for doctors and lawyers     ",0.04380,"Delaware Income Tax for everyone else             ",0.04730,NULL,NULL,NULL,NULL,1,1,2016-06-22,9999-12-31
4742,4039,"018-61-5960         ","ACTIVE    ","Lawlis                        ","Otha                          ",L,M,2,2007-04-09,20025 Routh Crescent,NULL,"V6N 1V9     ","Costa Mesa               ","MD                  ",United States of America,"661-098059419                 ",NULL,NULL,"Otha.L.Lawlis@gmx.fr                              ",NULL,"Prince Edward Island Income Tax for children      ",0.00000,"Newfoundland Income Tax for everyone else         ",0.45540,NULL,NULL,NULL,NULL,1,1,2016-01-19,9999-12-31
4743,3676,"987-73-5987         ","ACTIVE    ","Macgillivray                  ","Pollyanna                     ",X,U,NULL,1987-02-13,12782 Lenwood South,NULL,"T5D 1Q2     ","Irving                   ","PA                  ",United States of America,NULL,NULL,NULL,"Pollyanna.X.Macgillivray@SaveWildlife.com         ","Pollyanna.X.Macgillivray@mail.be                  ","Georgia Income Tax for inherited wealth           ",0.06000,"Georgia Income Tax for children                   ",0.01000,NULL,NULL,NULL,NULL,1,1,2015-04-14,9999-12-31
4744,205,"090-32-0317         ","ACTIVE    ","Gates                         ","Ray                           ",NULL,F,2,2003-09-18,23523 Bolt Street,Apt. 540,"E7N 1J9     ","Iqaluit                  ","WV                  ",United States of America,"+1(387)755-729524525          ",NULL,NULL,"Ray.Gates@post.com                                ",NULL,"Michigan Income Tax for blue collar workers       ",0.04300,"Iowa Income Tax for everyone else                 ",0.06830,NULL,NULL,NULL,NULL,1,1,2014-03-09,9999-12-31
4745,4378,"211-62-7856         ","ACTIVE    ","Budihardjo                    ","Rilla                         ",NULL,U,3,1929-10-23,12481 Hayden Lower,NULL,"90183       ","Spokane                  ","PA                  ","Canada                  ",NULL,NULL,NULL,"Rilla.Budihardjo@kify.net                         ",NULL,"Yukon Income Tax for the masses                   ",0.00000,"Montana Income Tax for school teachers            ",0.05000,NULL,NULL,NULL,NULL,0,1,2016-10-10,2017-05-11
4746,2620,"812-29-3428         ","ACTIVE    ","Norton                        ","Sascha                        ",NULL,U,1,1941-01-24,12957 Midway Park,Apt. 202,"93877       ","Huntington               ","CO                  ","Canada                  ",NULL,NULL,NULL,"Sascha.Norton@farce.de                            ",NULL,"Iowa Income Tax for school teachers               ",0.01440,"Hawaii Income Tax for doctors and lawyers         ",0.06070,"Nor1296                       ",510,1989523,"HighValue+Expenses+Boomer+MoneyAlert+Spender+Inherited                                              ",1,1,2013-01-16,9999-12-31
4747,1841,"612-00-5724         ","ACTIVE    ","Steklasa                      ","Suzann                        ",NULL,F,3,1925-12-27,5954 Hazard Way,NULL,"76120       ","Coral Springs            ","NY                  ","Canada                  ",NULL,"448-306647129                 ",NULL,"Suzann.Steklasa@shtrudel.com                      ",NULL,"Prince Edward Island Income Tax for the wealthy   ",0.47370,"British Columbia Income Tax for everyone else     ",0.41700,NULL,NULL,NULL,NULL,1,1,2011-05-23,9999-12-31
4748,1980,"723-81-9946         ","ACTIVE    ","Gulko                         ","Tallie                        ",NULL,M,3,2014-11-07,2518 Larner Upper,NULL,"65810       ","Topeka                   ","MO                  ",United States of America,NULL,"178-127130562                 ",NULL,"Tallie.Gulko@aol.com                              ",NULL,"New Brunswick Income Tax for the masses           ",0.42520,"Montana Income Tax for everyone else              ",0.08000,NULL,NULL,NULL,NULL,0,1,2013-01-06,2016-11-12
4749,1980,"723-81-9946         ","INACTIVE  ","Gulko                         ","Tallie                        ",NULL,M,3,2014-11-07,2518 Larner Upper,NULL,"65810       ","Topeka                   ","MO                  ",United States of America,NULL,"178-127130562                 ",NULL,"Tallie.Gulko@aol.com                              ",NULL,"New Brunswick Income Tax for the masses           ",0.42520,"Montana Income Tax for everyone else              ",0.08000,NULL,NULL,NULL,NULL,1,1,2016-11-12,9999-12-31
4750,2646,"738-93-4221         ","ACTIVE    ","Whitman                       ","Tiffany                       ",P,U,2,1978-05-12,5277 Chamblee Drive,Apt. 453,"H2E 1X8     ","Oklahoma City            ","Saskatchewan        ",United States of America,NULL,NULL,NULL,"Tiffany.P.Whitman@SoftHome.net                    ",NULL,"Virginia Income Tax for the elderly               ",0.03250,"Nunavut Income Tax for the unemployed             ",0.37700,"Whi1678                       ",543,2909288,"HighValue+Expenses+Boomer+MoneyAlert+Spender+Inherited                                              ",1,1,2013-02-03,9999-12-31
4751,1798,"581-37-6223         ","ACTIVE    ","Salkilld                      ","Tyler                         ",NULL,F,3,1931-09-01,17398 Peachtree Park,NULL,"V6N 1S6     ","Hamilton                 ","Alberta             ",United States of America,NULL,NULL,NULL,"Tyler.Salkilld@12Freeukisp.co.uk                  ","Tyler.Salkilld@gmx.co.uk                          ","Yukon Income Tax for doctors and lawyers          ",0.38550,"Delaware Income Tax for the elderly               ",0.02830,NULL,NULL,NULL,NULL,1,1,2011-04-20,9999-12-31
4752,1156,"358-24-1224         ","ACTIVE    ","Dall'oste                     ","Vu                            ",K,M,3,1940-02-16,7204 Katherine Boulevard,NULL,"H7H 1U5     ","Cleveland                ","ID                  ",United States of America,NULL,NULL,NULL,"Vu.K.Dall'oste@letterbox.org                      ","Vu.K.Dall'oste@gmx.hk                             ","Alberta Income Tax for children                   ",0.00000,"Nebraska Income Tax for blue collar workers       ",0.02510,NULL,NULL,NULL,NULL,0,1,2009-12-09,2017-06-06
4753,549,"525-47-2759         ","ACTIVE    ","Guenette                      ","Warden                        ",NULL,U,3,1999-05-11,18440 Ryan North,NULL,"90216       ","Tempe                    ","FL                  ",United States of America,NULL,NULL,NULL,"Warden.Guenette@privacyharbor.com                 ","Warden.Guenette@shtrudel.biz                      ","Oklahoma Income Tax for blue collar workers       ",0.02290,"Nunavut Income Tax for the unemployed             ",0.37700,NULL,NULL,NULL,NULL,0,1,2008-08-28,2009-06-08
4754,549,"525-47-2759         ","INACTIVE  ","Guenette                      ","Warden                        ",NULL,U,3,1999-05-11,18440 Ryan North,NULL,"90216       ","Tempe                    ","FL                  ",United States of America,NULL,NULL,NULL,"Warden.Guenette@privacyharbor.com                 ","Warden.Guenette@shtrudel.biz                      ","Oklahoma Income Tax for blue collar workers       ",0.02290,"Nunavut Income Tax for the unemployed             ",0.37700,NULL,NULL,NULL,NULL,1,1,2009-06-08,9999-12-31
4755,708,"836-25-5912         ","ACTIVE    ","McAllum                       ","Aleen                         ",NULL,F,3,1976-04-16,3495 La Grande Court,NULL,"20065       ","Worcester                ","AL                  ",United States of America,NULL,NULL,NULL,"Aleen.McAllum@mailvault.com                       ",NULL,"New York Income Tax for blue collar workers       ",0.04710,"New Brunswick Income Tax for inherited wealth     ",0.46840,NULL,NULL,NULL,NULL,0,1,2008-12-27,2016-03-07
4756,1578,"613-31-2678         ","ACTIVE    ","Choudhury                     ","Barb                          ",NULL,U,3,1919-07-31,19424 Verde Street,NULL,"V6T 1R7     ","Kitchener                ","New Brunswick       ","Canada                  ","+1(893)378-562484683          ",NULL,NULL,"Barb.Choudhury@aussiemail.com.au                  ",NULL,"North Carolina Income Tax for doctors and lawyers ",0.06880,"British Columbia Income Tax for workers           ",0.32500,NULL,NULL,NULL,NULL,0,1,2010-10-31,2015-08-12
4757,1578,"613-31-2678         ","INACTIVE  ","Choudhury                     ","Barb                          ",NULL,U,3,1919-07-31,19424 Verde Street,NULL,"V6T 1R7     ","Kitchener                ","New Brunswick       ","Canada                  ","+1(893)378-562484683          ",NULL,NULL,"Barb.Choudhury@aussiemail.com.au                  ",NULL,"North Carolina Income Tax for doctors and lawyers ",0.06880,"British Columbia Income Tax for workers           ",0.32500,NULL,NULL,NULL,NULL,1,1,2015-08-12,9999-12-31
4758,1778,"477-13-3757         ","ACTIVE    ","Maltese                       ","Barbie                        ",X,M,2,1990-05-17,2401 Stratmore Lower,NULL,"M6S 1H4     ","Rochester                ","CO                  ",United States of America,"942-939609543                 ",NULL,NULL,"Barbie.X.Maltese@shtrudel.biz                     ","Barbie.X.Maltese@deadaddress.com                  ","North Dakota Income Tax for school teachers       ",0.05340,"Connecticut Tax for inherited wealth              ",0.04500,NULL,NULL,NULL,NULL,1,1,2016-09-02,9999-12-31
4759,258,"761-03-7725         ","ACTIVE    ","Prymack                       ","Brittany                      ",NULL,M,1,2004-05-26,7766 Brown Rue,NULL,"E4B 1R5     ","Escondido                ","ME                  ",United States of America,NULL,NULL,NULL,"Brittany.Prymack@gmx.pt                           ",NULL,"North Dakota Income Tax for the unemployed        ",0.06670,"Ohio Income Tax for school teachers               ",0.01480,NULL,NULL,NULL,NULL,0,1,2008-01-14,2008-02-22
4760,258,"761-03-7725         ","INACTIVE  ","Prymack                       ","Brittany                      ",NULL,M,1,2004-05-26,7766 Brown Rue,NULL,"E4B 1R5     ","Escondido                ","ME                  ",United States of America,NULL,NULL,NULL,"Brittany.Prymack@gmx.pt                           ",NULL,"North Dakota Income Tax for the unemployed        ",0.06670,"Ohio Income Tax for school teachers               ",0.01480,NULL,NULL,NULL,NULL,1,1,2008-02-22,9999-12-31
4761,1422,"071-04-0893         ","ACTIVE    ","Kriegler                      ","Brynne                        ",NULL,F,3,1996-07-06,4801 Spaulding Park,NULL,"35894       ","San Bernardino           ","LA                  ",United States of America,NULL,NULL,NULL,"Brynne.Kriegler@gmail.com                         ",NULL,"New Jersey Income Tax for inherited wealth        ",0.06370,"South Carolina Income Tax for inherited wealth    ",0.07000,NULL,NULL,NULL,NULL,1,1,2010-07-03,9999-12-31
4762,777,"087-86-6315         ","ACTIVE    ","Behlen                        ","Car                           ",NULL,M,3,2013-02-08,13829 Sandpoint Park,NULL,"95403       ","Calgary                  ","CT                  ",United States of America,NULL,"(545)674-965151568            ",NULL,"Car.Behlen@mailvault.com                          ",NULL,"Canadian Income Tax for the filthy rich           ",0.29000,"Alabama Tax for inherited wealth                  ",0.05000,NULL,NULL,NULL,NULL,1,1,2009-02-18,9999-12-31
4763,331,"048-38-4043         ","ACTIVE    ","Plaisant                      ","Colman                        ",NULL,M,3,1972-05-15,12470 Meadow Haven East,NULL,"H6C 1X4     ","Hollywood                ","CO                  ",United States of America,NULL,NULL,NULL,"Colman.Plaisant@lavabit.com                       ","Colman.Plaisant@gmx.es                            ","Maryland Income Tax for blue collar workers       ",0.02950,"South Carolina Income Tax for the masses          ",0.05200,NULL,NULL,NULL,NULL,1,1,2008-06-12,9999-12-31
4764,1219,"095-50-9519         ","ACTIVE    ","DuBois                        ","Dannye                        ",NULL,U,2,1985-07-11,5409 Pemberton Crescent,NULL,"19207       ","St. Louis                ","CT                  ",United States of America,"(375)185-713241968            ",NULL,NULL,"Dannye.DuBois@snail-mail.net                      ","Dannye.DuBois@RespectAnimals.com                  ","Alaska Income Tax for children                    ",0.00000,"Hawaii Income Tax for the elderly                 ",0.03390,NULL,NULL,NULL,NULL,1,1,2010-01-29,9999-12-31
4765,989,"052-25-5970         ","ACTIVE    ","De Marco                      ","Erik                          ",B,U,2,1982-01-18,13588 Davie East,Suite 13,"35861       ","Irvine                   ","MS                  ",United States of America,NULL,NULL,NULL,"Erik.B.De Marco@myfastmail.com                    ","Erik.B.De Marco@gmx.hk                            ","Iowa Income Tax for inherited wealth              ",0.08980,"Yukon Income Tax for inherited wealth             ",0.43010,NULL,NULL,NULL,NULL,0,1,2014-03-01,2016-10-07
4766,989,"052-25-5970         ","INACTIVE  ","De Marco                      ","Erik                          ",B,U,2,1982-01-18,13588 Davie East,Suite 13,"35861       ","Irvine                   ","MS                  ",United States of America,NULL,NULL,NULL,"Erik.B.De Marco@myfastmail.com                    ","Erik.B.De Marco@gmx.hk                            ","Iowa Income Tax for inherited wealth              ",0.08980,"Yukon Income Tax for inherited wealth             ",0.43010,NULL,NULL,NULL,NULL,1,1,2016-10-07,9999-12-31
4767,751,"458-26-3625         ","ACTIVE    ","Laframboise                   ","Ernst                         ",NULL,U,3,1957-06-11,287 Woodland Park Court,NULL,"74156       ","Frederick                ","Newfoundland        ",United States of America,"357-406293548                 ",NULL,NULL,"Ernst.Laframboise@army.com                        ",NULL,"Newfoundland Income Tax for doctors and lawyers   ",0.10570,"Delaware Income Tax for inherited wealth          ",0.06000,NULL,NULL,NULL,NULL,1,1,2009-01-29,9999-12-31
4768,663,"088-72-4508         ","ACTIVE    ","Rasberry                      ","Hattie                        ",F,F,3,1945-12-18,1892 Electra Crescent,NULL,"90392       ","Winnipeg                 ","NV                  ",United States of America,NULL,NULL,NULL,"Hattie.F.Rasberry@SaveWildlife.com                ","Hattie.F.Rasberry@farce.de                        ","Delaware Income Tax for doctors and lawyers       ",0.04100,"Yukon Income Tax for inherited wealth             ",0.43010,NULL,NULL,NULL,NULL,0,1,2008-11-23,2013-01-15
4769,1080,"024-53-6002         ","ACTIVE    ","Brennand                      ","Jolyn                         ",Z,M,2,1940-02-05,23165 Kentucky Street,NULL,"93347       ","Montpelier               ","IL                  ",United States of America,"+1(797)899-557022094          ",NULL,NULL,"Jolyn.Z.Brennand@hotmail.com                      ","Jolyn.Z.Brennand@hush.ai                          ","Texas Income Tax for the masses                   ",0.00000,"Virginia Income Tax for the elderly               ",0.03250,NULL,NULL,NULL,NULL,1,1,2009-10-12,9999-12-31
4770,773,"264-09-9402         ","ACTIVE    ","Cruzado                       ","Kaile                         ",Q,F,3,1956-07-22,5293 McFarlin Crescent,NULL,"95249       ","Knoxville                ","NC                  ",United States of America,NULL,NULL,NULL,"Kaile.Q.Cruzado@army.com                          ",NULL,"Oklahoma Income Tax for the elderly               ",0.04960,"California Tax for school teachers                ",0.02660,NULL,NULL,NULL,NULL,1,1,2010-12-08,9999-12-31
4771,825,"157-17-1804         ","ACTIVE    ","Owensby                       ","Kaitlynn                      ",NULL,U,1,1948-11-01,3872 Milam Way,NULL,"V6H 1T2     ","Little Rock              ",Prince Edward Island,United States of America,"934-607044007                 ",NULL,NULL,"Kaitlynn.Owensby@enveloped.org                    ","Kaitlynn.Owensby@fastmail.fm                      ","New Jersey Income Tax for inherited wealth        ",0.06370,"North Dakota Income Tax for blue collar workers   ",0.04000,NULL,NULL,NULL,NULL,1,1,2009-03-29,9999-12-31
4772,3735,"439-38-3933         ","ACTIVE    ","Olsen                         ","Lavina                        ",R,F,3,1951-03-16,14202 Nautilus Boulevard,NULL,"M3X 1L3     ","Winnipeg                 ","CA                  ",United States of America,NULL,NULL,NULL,"Lavina.R.Olsen@stoned.com                         ","Lavina.R.Olsen@gmx.co.uk                          ","Prince Edward Island Income Tax for the elderly   ",0.25800,"U.S. Income Tax Bracket for the poor              ",0.15000,NULL,NULL,NULL,NULL,1,1,2016-03-10,9999-12-31
4773,3222,"123-60-2242         ","ACTIVE    ","Bakhach                       ","Los                           ",NULL,U,3,1940-04-28,7656 Concho Lower,NULL,"95286       ","Lubbock                  ","ME                  ",United States of America,NULL,NULL,NULL,"Los.Bakhach@hushmail.com                          ",NULL,"California Tax for doctors and lawyers            ",0.05980,"California Tax for children                       ",0.01000,NULL,NULL,NULL,NULL,0,1,2014-04-29,2016-06-06
4774,2870,"250-86-7150         ","ACTIVE    ","Van Hoy                       ","Maisie                        ",NULL,F,1,1926-04-01,4806 Crystal Hills Street,NULL,"R3A 1N3     ","Oklahoma City            ","ID                  ",United States of America,NULL,"+1(540)922-438629118          ",NULL,"Maisie.Van Hoy@eml.cc                             ","Maisie.Van Hoy@hotmail.com                        ","West Virginia Income Tax for the masses           ",0.03880,"Montana Income Tax for the masses                 ",0.03000,NULL,NULL,NULL,NULL,1,1,2013-07-29,9999-12-31
4775,18,"739-93-2338         ","ACTIVE    ","Boucouris                     ","Maitilde                      ",NULL,F,2,1991-08-21,19282 Holly Upper,NULL,"23502       ","Austin                   ","MS                  ",United States of America,NULL,NULL,NULL,"Maitilde.Boucouris@gmx.sg                         ",NULL,"Delaware Income Tax for the elderly               ",0.02830,"Nunavut Income Tax for doctors and lawyers        ",0.36950,NULL,NULL,NULL,NULL,0,1,2007-07-18,2007-07-30
4776,1185,"331-82-3118         ","ACTIVE    ","Artspssa                      ","Manish                        ",NULL,U,2,1966-04-08,5461 Gold Crest Way,NULL,"T5D 1U7     ","Fullerton                ","MT                  ",United States of America,NULL,NULL,NULL,"Manish.Artspssa@animail.net                       ",NULL,"Ontario Income Tax for school teachers            ",0.28160,"Saskatchewan Income Tax for blue collar workers   ",0.16000,NULL,NULL,NULL,NULL,0,1,2011-07-29,2017-04-03
4777,3911,"761-66-2383         ","ACTIVE    ","Laws                          ","Maybelle                      ",NULL,F,3,1939-09-05,23686 King Lane,NULL,"30357       ","London                   ","Manitoba            ",United States of America,NULL,NULL,NULL,"Maybelle.Laws@gmx.com                             ",NULL,"New Jersey Income Tax for inherited wealth        ",0.06370,"Arkansas Tax for inherited wealth                 ",0.07000,NULL,NULL,NULL,NULL,1,1,2015-10-11,9999-12-31
4778,2866,"896-33-3998         ","ACTIVE    ","Bascombe                      ","Nalin                         ",F,M,2,1999-06-02,15565 Washington Crescent,NULL,"28311       ","Oceanside                ","LA                  ",United States of America,NULL,NULL,NULL,"Nalin.F.Bascombe@doctor.com                       ","Nalin.F.Bascombe@whale-mail.com                   ","New Mexico Income Tax for blue collar workers     ",0.02780,"Manitoba Income Tax for everyone else             ",0.43400,NULL,NULL,NULL,NULL,0,1,2013-07-25,2015-07-12
4779,700,"758-35-3209         ","ACTIVE    ","Pelland                       ","Netti                         ",NULL,F,3,1928-12-15,21847 Olympia Street,NULL,"T6B 1I1     ","Fairbanks                ","MA                  ",United States of America,NULL,NULL,NULL,"Netti.Pelland@army.com                            ",NULL,"Saskatchewan Income Tax for children              ",0.00000,"Delaware Income Tax for the masses                ",0.05370,NULL,NULL,NULL,NULL,0,1,2008-12-19,2012-07-13
4780,700,"758-35-3209         ","INACTIVE  ","Pelland                       ","Netti                         ",NULL,F,3,1928-12-15,21847 Olympia Street,NULL,"T6B 1I1     ","Fairbanks                ","MA                  ",United States of America,NULL,NULL,NULL,"Netti.Pelland@army.com                            ",NULL,"Saskatchewan Income Tax for children              ",0.00000,"Delaware Income Tax for the masses                ",0.05370,NULL,NULL,NULL,NULL,1,1,2012-07-13,9999-12-31
4781,2995,"114-65-5540         ","ACTIVE    ","Lanoue                        ","Pulak                         ",NULL,U,3,2000-08-01,9645 Hayden Boulevard,NULL,"95227       ","Austin                   ","MT                  ",United States of America,NULL,NULL,NULL,"Pulak.Lanoue@stoned.com                           ","Pulak.Lanoue@gmx.ph                               ","New Jersey Income Tax for doctors and lawyers     ",0.04380,"Idaho Income Tax for doctors and lawyers          ",0.04660,NULL,NULL,NULL,NULL,1,1,2013-11-02,9999-12-31
4782,3274,"909-06-6503         ","ACTIVE    ","Ricketson                     ","Quon                          ",NULL,U,3,1938-07-05,23128 Roswell Crescent,NULL,"B1C 1W7     ","Lewiston                 ","ID                  ",United States of America,NULL,NULL,NULL,"Quon.Ricketson@gawab.com                          ",NULL,"New Jersey Income Tax for inherited wealth        ",0.06370,"Northwest Territories Income Tax for the masses   ",0.16000,NULL,NULL,NULL,NULL,1,1,2014-06-07,9999-12-31
4783,2801,"531-70-0215         ","ACTIVE    ","Murphy-king                   ","Ramona                        ",NULL,F,3,1958-01-18,14398 Graves Way,NULL,"93334       ","Wilmington               ","VT                  ","Canada                  ",NULL,NULL,NULL,"Ramona.Murphy-king@gmail.com                      ","Ramona.Murphy-king@enveloped.org                  ","Manitoba Income Tax for the elderly               ",0.32200,"Nunavut Income Tax for doctors and lawyers        ",0.36950,NULL,NULL,NULL,NULL,1,1,2013-12-12,9999-12-31
4784,3843,"301-69-3301         ","ACTIVE    ","Hu                            ","Roseline                      ",N,U,3,1946-12-07,22607 Atlantic Rue,NULL,"T5A 1K5     ","Atlanta                  ","NC                  ",United States of America,NULL,NULL,"003-359809637                 ","Roseline.N.Hu@hush.com                            ","Roseline.N.Hu@aol.com                             ","Canadian Income Tax for the well to do            ",0.26000,"Northwest Territories Income Tax for the elderly  ",0.32200,NULL,NULL,NULL,NULL,1,1,2015-08-19,9999-12-31
4785,2233,"448-50-1287         ","ACTIVE    ","Halovanic                     ","StClair                       ",NULL,M,1,1921-04-13,3972 Wilmington Rue,NULL,"91143       ","London                   ","AK                  ",United States of America,NULL,NULL,NULL,"StClair.Halovanic@gmx.ph                          ","StClair.Halovanic@deadaddress.com                 ","Idaho Income Tax for the elderly                  ",0.02000,"Manitoba Income Tax for the elderly               ",0.32200,NULL,NULL,NULL,NULL,1,1,2012-03-23,9999-12-31
4786,791,"470-17-2467         ","ACTIVE    ","Holloway                      ","Thia                          ",NULL,M,2,2005-09-27,17514 Payne Park,NULL,"B1C 1W9     ","Portland                 ","ID                  ","Canada                  ","978-929825638                 ",NULL,NULL,"Thia.Holloway@gmx.com                             ",NULL,"Oregon Income Tax for inherited wealth            ",0.09000,"Montana Income Tax for school teachers            ",0.05000,NULL,NULL,NULL,NULL,1,1,2009-03-03,9999-12-31
4787,2614,"716-76-6202         ","ACTIVE    ","Siewert                       ","Weiping                       ",NULL,U,2,2015-10-26,17676 Rusk Street,NULL,"70811       ","Arlington                ","KY                  ",United States of America,NULL,NULL,NULL,"Weiping.Siewert@spamavert.com                     ","Weiping.Siewert@hotmail.com                       ","Newfoundland Income Tax for inherited wealth      ",0.48640,"Minnesota Income Tax for school teachers          ",0.05350,NULL,NULL,NULL,NULL,0,1,2013-01-09,2015-10-09
4788,4215,"031-77-6101         ","ACTIVE    ","Umphres                       ","Ailee                         ",C,U,3,1965-09-15,8965 Griffin East,NULL,"22307       ","Fayetteville             ","TN                  ",United States of America,NULL,NULL,NULL,"Ailee.C.Umphres@wraped.net                        ","Ailee.C.Umphres@stoned.com                        ","Prince Edward Island Income Tax for workers       ",0.25800,"Delaware Income Tax for doctors and lawyers       ",0.04100,NULL,NULL,NULL,NULL,1,1,2016-06-04,9999-12-31
4789,4718,"078-13-1864         ","ACTIVE    ","Sinclair                      ","Anna-diane                    ",NULL,F,NULL,2000-11-01,20433 Sun Tree Upper,NULL,"Y1B 1F6     ","Manchester               ","CO                  ","Canada                  ",NULL,"773-878421144                 ",NULL,"Anna-diane.Sinclair@webmail.co.za                 ","Anna-diane.Sinclair@mail.be                       ","Newfoundland Income Tax for everyone else         ",0.45540,"Canadian Income Tax for the well to do            ",0.26000,NULL,NULL,NULL,NULL,1,1,2017-06-30,9999-12-31
4790,998,"984-10-7382         ","ACTIVE    ","Hively                        ","Annissa                       ",W,U,3,1935-01-04,10790 Bonita Crescent,NULL,"19217       ","Toronto                  ","MA                  ",United States of America,NULL,NULL,NULL,"Annissa.W.Hively@wildmail.com                     ",NULL,"West Virginia Income Tax for the elderly          ",0.05630,"Nunavut Income Tax for the masses                 ",0.22200,NULL,NULL,NULL,NULL,1,1,2009-08-08,9999-12-31
4791,3744,"556-74-7114         ","ACTIVE    ","Hampson                       ","Azam                          ",NULL,M,2,1921-09-19,15883 Baltic South,NULL,"60819       ","McAllen                  ","ME                  ",United States of America,NULL,NULL,NULL,"Azam.Hampson@gmx.it                               ","Azam.Hampson@safe-mail.net                        ","New Mexico Income Tax for the masses              ",0.06030,"New Jersey Income Tax for the elderly             ",0.05380,NULL,NULL,NULL,NULL,1,1,2015-06-04,9999-12-31
4792,1920,"825-03-9185         ","ACTIVE    ","Runyon                        ","Balakrishna                   ",NULL,M,2,1961-11-18,16508 Cleveland Upper,NULL,"80229       ","Cheyenne                 ","UT                  ",United States of America,NULL,NULL,NULL,"Balakrishna.Runyon@wraped.net                     ","Balakrishna.Runyon@hush.ai                        ","California Tax for blue collar workers            ",0.07640,"Canadian Income Tax for the huddled masses        ",0.22000,NULL,NULL,NULL,NULL,1,1,2011-07-23,9999-12-31
