ActionType,AddressLine1,AddressLine2,City,Country,CustomerID,DOB,EffectiveDate,Email1,Email2,EndDate,FirstName,Gender,LastName,LocalTaxID,MiddleInitial,NationalTaxID,Phone1,Phone2,Phone3,PostalCode,StateProv,Status,TaxId,Tier,isCurrent
NEW,17481 Spectrum Avenue,,Aurora,United States of America,4287,1950-10-05,2016-07-28,Berty.Bales@privacyharbor.com,,9999-12-31,Berty,U,Bales,OH3,,GA3,,,,V5D 1O5,SC,ACTIVE,019-34-6908,2,true
NEW,21620 Snead Avenue,,Stamford,United States of America,4288,1922-08-11,2016-08-01,Leshia.Knouse@gmx.com,,9999-12-31,Leshia,U,Knouse,MN1,,QC3,892-463949136,,,19806,Quebec,ACTIVE,429-77-5132,2,true
NEW,10474 Hickorybark Court,,Corpus Christi,United States of America,4289,2008-03-22,2016-08-01,Jazmin.Reckhard@moose-mail.com,,9999-12-31,Jazmin,U,Reckhard,UT6,,OK7,,194-872822188,,V6R 1R3,Saskatchewan,ACTIVE,279-89-9764,1,true
NEW,18313 5th Lane,,West Covina,Canada,4290,1970-04-28,2016-08-02,Umakanth.U.Mahendra@webmail.co.za,,9999-12-31,Umakanth,U,Mahendra,NS4,U,AB2,,,,A2B 1W1,TX,ACTIVE,049-06-6866,3,true
NEW,1756 Windsor East,Apt. 80,Berkeley,United States of America,4291,1984-01-02,2016-08-03,Desirae.Imming@hush.ai,,9999-12-31,Desirae,U,Imming,OK5,,BC1,,,,M5G 1V1,TN,ACTIVE,560-40-9651,3,true
NEW,18875 Royalton Crescent,,Lubbock,United States of America,4292,1954-11-21,2016-08-03,Cleo.Lizak@mail.be,Cleo.Lizak@buffaloes.com,9999-12-31,Cleo,F,Lizak,HI6,,NU6,,,,V6S 1V3,OK,ACTIVE,572-90-0879,2,true
NEW,21245 Weller Way,,Indianapolis,Canada,4293,1944-02-22,2016-08-03,Olive.Cheba@animail.net,Olive.Cheba@usa.com,9999-12-31,Olive,U,Cheba,KY5,,SK8,,,(973)714-540105404,90283,NV,ACTIVE,332-56-5686,3,true
NEW,8096 Northland Road,,St. Petersburg,United States of America,4294,1987-03-06,2016-08-04,Karissa.J.Dehghan@buffaloes.com,,9999-12-31,Karissa,U,Dehghan,MO1,J,IA4,,,,99765,MI,ACTIVE,560-38-7505,3,true
NEW,21185 4th South,,St. Paul,United States of America,4295,1932-02-19,2016-08-04,Chong-Lai.Manceau@taunusstein.net,Chong-Lai.Manceau@shtrudel.com,9999-12-31,Chong-Lai,F,Manceau,AB1,,PE9,,,+1(671)766-818647037,93810,Alberta,ACTIVE,146-83-7697,3,true
NEW,10572 Kiel Avenue,,Tucson,United States of America,4296,1952-03-30,2016-08-04,Nissie.Forsythe@gmx.hk,,9999-12-31,Nissie,M,Forsythe,OK3,,AR4,,,,85098,New Brunswick,ACTIVE,659-34-1244,2,true
NEW,10117 College Upper,,Independence,United States of America,4297,1967-06-22,2016-08-05,Laser.Gallman@europe.com,,9999-12-31,Laser,U,Gallman,AL1,,CN3,,,,V6B 1U7,MA,ACTIVE,189-14-4332,,true
NEW,24469 Erie West,,Evansville,United States of America,4298,1988-08-16,2016-08-06,Jenny.Donohoe@deacons.com,Jenny.Donohoe@gmx.pt,9999-12-31,Jenny,F,Donohoe,WI3,,NU7,,,,E7N 1G9,WI,ACTIVE,327-73-5635,2,true
NEW,18744 Yamato Upper,,Boise,United States of America,4299,2010-04-21,2016-08-10,Georgianne.Z.Pelton@privacyharbor.com,,9999-12-31,Georgianne,U,Pelton,BC3,Z,ND6,,,,H2A 1U5,DE,ACTIVE,979-03-1337,3,true
NEW,15960 St. Phillip Boulevard,Apt. 421,Salinas,United States of America,4300,1947-06-21,2016-08-10,Heddie.Winningham@mail.com,Heddie.Winningham@born2frag.de,9999-12-31,Heddie,U,Winningham,CN4,,MO9,(765)198-620103159,,,A2B 1V9,ND,ACTIVE,548-13-2642,3,true
NEW,11449 Blalock Park,,Plano,United States of America,4301,1955-10-13,2016-08-11,Michaela.Gelinas@yahoo.com,,9999-12-31,Michaela,F,Gelinas,DE5,,SD1,221-459344674,,,76102,MO,ACTIVE,711-61-3649,3,true
NEW,4435 Tahoe South,,Bismarck,Canada,4302,1997-01-02,2016-08-11,Poh-Soon.Beavis@dcemail.com,Poh-Soon.Beavis@icqmail.com,9999-12-31,Poh-Soon,M,Beavis,AB4,,NH1,,,,79928,NH,ACTIVE,299-30-3858,3,true
NEW,17976 Jack Avenue,,Nashville,United States of America,4303,1931-07-01,2016-08-11,Marit.Frey@deacons.com,,9999-12-31,Marit,U,Frey,FL1,,ON8,877-334283242,,,19133,UT,ACTIVE,288-97-2984,3,true
NEW,10386 Bellflower Upper,,Phoenix,United States of America,4304,1952-01-05,2016-08-12,Hynek.Osgood@4uchat.de,Hynek.Osgood@gmx.com,9999-12-31,Hynek,U,Osgood,IA3,,MI1,,,,23246,AL,ACTIVE,808-22-3832,,true
NEW,1243 Salado Road,,Tacoma,United States of America,4305,1939-01-25,2016-08-13,Gene.Searl@fastemailer.com,Gene.Searl@fastemailer.com,9999-12-31,Gene,M,Searl,IA5,,AZ2,,,,07307,NC,ACTIVE,670-75-0103,3,true
NEW,24985 Royal Avenue,,Durham,Canada,4306,1993-06-11,2016-08-13,Sedigheh.W.Gundecha@animail.net,,9999-12-31,Sedigheh,U,Gundecha,AR2,W,RI1,,,,06703,VT,ACTIVE,438-85-8981,2,true
NEW,14719 North Rue,,Hayward,United States of America,4307,1942-02-11,2016-08-14,Nelda.G.Wienert@shtrudel.com,,9999-12-31,Nelda,F,Wienert,OH3,G,MB9,,,,60618,WV,ACTIVE,812-51-0083,3,true
NEW,6454 Kiel Upper,,Grand Rapids,Canada,4308,1970-12-13,2016-08-14,Kamlesh.Ismail@doctor.com,Kamlesh.Ismail@hush.ai,9999-12-31,Kamlesh,U,Ismail,NS6,,UT4,,,,H2G 1X7,RI,ACTIVE,323-24-6610,1,true
NEW,11019 Woodrow West,,Denver,United States of America,4309,1967-06-13,2016-08-15,Emer.J.Vellino@post.com,,9999-12-31,Emer,M,Vellino,SK8,J,BC2,,,,85017,SD,ACTIVE,440-53-8576,3,true
NEW,703 Commerce Park,,Laredo,Canada,4310,1949-02-04,2016-08-18,Miguela.Guerette@operamail.com,,9999-12-31,Miguela,F,Guerette,OK7,,UT2,,,,23466,ME,ACTIVE,113-94-3070,3,true
NEW,22870 La Cienega Street,,Concord,United States of America,4311,1918-01-07,2016-08-19,Trisha.O.Hr@dcemail.com,Trisha.O.Hr@macgui.com,9999-12-31,Trisha,M,Hr,VA3,O,UT1,,,,23256,HI,ACTIVE,073-93-1223,3,true
NEW,12473 Long Branch East,,Idaho Falls,United States of America,4312,1984-12-31,2016-08-19,Marlin.Patrick@wildmail.com,Marlin.Patrick@operamail.com,9999-12-31,Marlin,U,Patrick,MT9,,NF2,,,,35862,AZ,ACTIVE,041-37-1724,3,true
NEW,4040 Lendon East,,Santa Fe,United States of America,4313,1975-10-07,2016-08-20,Heike.Hicks@netdove.net,Heike.Hicks@soodonims.com,9999-12-31,Heike,U,Hicks,ND5,,ID2,,,,V6M 1P4,OK,ACTIVE,122-29-0535,3,true
NEW,2836 Archer Crescent,,Minneapolis,Canada,4314,1938-08-04,2016-08-20,Schyndel.Sturrock@vfemail.net,Schyndel.Sturrock@fastemailer.com,9999-12-31,Schyndel,M,Sturrock,GA1,,NH1,,,481-422241805,33620,IN,ACTIVE,455-15-7604,3,true
NEW,1879 Arcana Lane,Apt. 266,Cheyenne,United States of America,4315,1988-09-29,2016-08-21,Trista.Leroux@lpemail.com,Trista.Leroux@stoned.com,9999-12-31,Trista,U,Leroux,PE3,,TN1,+1(578)317-079192625,,,93877,CA,ACTIVE,324-57-6582,2,true
NEW,21891 Dewey Street,,Cincinnati,United States of America,4316,1927-12-16,2016-08-22,Joke.Salkini@ProtectAnimals.com,,9999-12-31,Joke,M,Salkini,DE2,,CN1,,,,M9F 1T5,AK,ACTIVE,075-56-9798,3,true
NEW,5686 Covecreek Way,Apt. 778,Chesapeake,Canada,4317,1949-02-01,2016-08-22,Emilee.Ambler@snail-mail.net,Emilee.Ambler@privacyharbor.com,9999-12-31,Emilee,U,Ambler,AB1,,HI1,,,,23456,Alberta,ACTIVE,175-35-8791,3,true
NEW,12089 Silver Sage Way,,Moncton,United States of America,3556,1931-05-15,2015-01-10,Wren.Montijo@operamail.com,Wren.Montijo@fastemailer.com,9999-12-31,Wren,U,Montijo,MB4,,OH2,,,,94611,WA,ACTIVE,046-81-8227,3,true
NEW,16844 Leon South,,Casper,United States of America,3557,2011-06-06,2015-01-11,Griet.M.McLemore@london.com,,9999-12-31,Griet,U,McLemore,KY4,M,IA2,,,,99606,PA,ACTIVE,778-72-7125,2,true
NEW,9625 Allen Boulevard,,Fort Lauderdale,United States of America,3558,1938-07-06,2015-01-11,Reuben.R.Nevardauskis@gmx.co.uk,Reuben.R.Nevardauskis@vegemail.com,9999-12-31,Reuben,F,Nevardauskis,YT7,R,MT10,,,,T5D 1P2,IA,ACTIVE,169-34-8678,3,true
NEW,17742 Holmes Rue,Apt. 689,Kitchener,United States of America,3559,1944-03-01,2015-01-11,Erning.Tseng@box.az,,2015-09-20,Erning,U,Tseng,HI7,,AL1,,,,91108,AR,ACTIVE,040-11-3539,3,false
UPDCUST,18257 Mahonia West,Apt. 689,Minneapolis,Canada,3559,1944-03-01,2015-09-20,Erning.Tseng@gmx.it,Erning.Tseng@snail-mail.net,9999-12-31,Erning,U,Tseng,HI7,,AL1,475-251107488,,,91108,ME,ACTIVE,040-11-3539,3,true
NEW,7897 Charleville Avenue,,West Valley,Canada,3560,1951-05-01,2015-01-12,Harm.C.Partello@gmx.com,Harm.C.Partello@mailvault.com,9999-12-31,Harm,F,Partello,PE6,C,ON7,,,,94266,ME,ACTIVE,379-15-8578,2,true
NEW,1253 Kingsbridge Upper,,Thousand Oaks,United States of America,3561,1920-01-20,2015-01-12,Janetta.M.Irving@SoftHome.net,,9999-12-31,Janetta,U,Irving,DE3,M,YT6,,,,93667,VA,ACTIVE,816-62-6292,3,true
NEW,24130 Sunscape Crescent,,Columbus,United States of America,3562,1954-03-05,2015-01-18,Poppy.Renken@deadaddress.com,Poppy.Renken@teancum.net,9999-12-31,Poppy,U,Renken,GA6,,NJ6,,,,33189,TN,ACTIVE,459-89-4618,3,true
NEW,15293 Forest Avenue,,Elizabeth,United States of America,3563,1937-09-21,2015-01-18,Hestia.M.Hruska@mailmetrash.com,,9999-12-31,Hestia,U,Hruska,ND5,M,MT3,,,,77071,TX,ACTIVE,144-27-5410,3,true
NEW,21064 Nolan West,,Dayton,United States of America,3564,1943-01-08,2015-01-18,Api-Ecm.Q.Bergman@hush.ai,,9999-12-31,Api-Ecm,U,Bergman,ID8,Q,WI1,,,,C2B 4W6,AR,ACTIVE,994-73-2918,3,true
NEW,18002 Cantrell Upper,,Missoula,Canada,3565,1991-05-13,2015-01-18,Adrianna.L.Mangum@fastemailer.com,Adrianna.L.Mangum@post.com,9999-12-31,Adrianna,F,Mangum,NB4,L,HI7,,,,90122,VT,ACTIVE,582-78-2448,2,true
NEW,16811 Mahonia Street,,Erie,United States of America,3566,1965-04-03,2015-01-19,Ifti.Byk@europe.com,Ifti.Byk@fastmail.fm,2016-12-27,Ifti,U,Byk,YT3,,NT2,,,,M9D 1U2,HI,ACTIVE,136-04-8668,3,false
UPDCUST,16811 Mahonia Street,,Fort Smith,Canada,3566,1965-04-03,2016-12-27,Ifti.Byk@hushmail.me,Ifti.Byk@fastmail.fm,9999-12-31,Ifti,U,Byk,YT3,,NT2,,,,80125,UT,ACTIVE,136-04-8668,3,true
NEW,15465 Beach Upper,,Tucson,Canada,3567,1951-01-13,2015-01-19,Cornel.Perez@wraped.net,Cornel.Perez@aggies.com,9999-12-31,Cornel,F,Perez,CA2,,BC1,,,,10088,WY,ACTIVE,274-70-1871,3,true
NEW,16825 Bittercreek Way,,Wichita,Canada,3568,1979-06-28,2015-01-20,Sati.Berna@4uchat.de,Sati.Berna@myway.com,9999-12-31,Sati,U,Berna,MN2,,CA5,,,,01612,Manitoba,ACTIVE,933-94-5570,3,true
NEW,20716 Knowles Drive,Apt. 347,Biloxi,United States of America,3569,1917-08-18,2015-01-20,Leonard.TestNTMVAB@shtrudel.com,Leonard.TestNTMVAB@aussiemail.com.au,9999-12-31,Leonard,M,TestNTMVAB,SK5,,NB5,,,,92868,Ontario,ACTIVE,373-06-6361,2,true
NEW,10436 Ingersoll Upper,,Cheyenne,Canada,3570,1948-08-08,2015-01-21,Kurt.Chronowic@gmx.fr,,9999-12-31,Kurt,U,Chronowic,ME3,,SC6,,,,91177,Nova Scotia,ACTIVE,549-84-2198,1,true
NEW,7477 Cone Way,,Orange,Canada,3571,1955-12-16,2015-01-22,Brandea.Gascho@fastmail.fm,,9999-12-31,Brandea,U,Gascho,AR5,,ID3,,,,19113,New Brunswick,ACTIVE,647-81-6338,2,true
NEW,17404 Gale Court,,Escondido,United States of America,3572,1984-08-19,2015-01-22,Toby.Thibodeaux@enveloped.org,,9999-12-31,Toby,U,Thibodeaux,MT1,,DC2,,,,V6C 1Q1,NV,ACTIVE,093-10-0577,2,true
NEW,24929 Dusty Boulevard,,Allentown,United States of America,3573,1992-01-04,2015-01-26,Fernande.Kajeejit@vegemail.com,,9999-12-31,Fernande,M,Kajeejit,ID4,,MN1,,352-880184832,,98152,RI,ACTIVE,638-38-2849,,true
NEW,21018 Green Avenue,,Palmdale,Canada,3574,1923-11-19,2015-01-26,Vahid.Anzarouth@safe-mail.net,Vahid.Anzarouth@dcemail.com,9999-12-31,Vahid,U,Anzarouth,BC3,,WI4,,,,V6X 1R9,OK,ACTIVE,851-40-9793,3,true
NEW,16022 Burrell Avenue,,Lexington,United States of America,3575,1998-11-04,2015-01-26,Ardisj.Banigan@gmx.sg,Ardisj.Banigan@whale-mail.com,9999-12-31,Ardisj,M,Banigan,KY4,,DC2,,,,V6O 1Q7,Manitoba,ACTIVE,773-24-3241,2,true
NEW,19923 Main Avenue,,Houston,United States of America,3576,2011-12-23,2015-01-26,Sukey.Holmes@ip6.li,Sukey.Holmes@london.com,9999-12-31,Sukey,F,Holmes,ON3,,HI3,,,,V6Z 1W7,ND,ACTIVE,586-62-1168,2,true
NEW,15520 Ledgestone Upper,,Scottsdale,United States of America,3577,1984-06-11,2015-01-27,Moniek.V.Early@privacyharbor.com,Moniek.V.Early@mailmaniacs.com,9999-12-31,Moniek,M,Early,NS5,V,IA7,,,,H2G 1U7,TX,ACTIVE,599-11-9266,2,true
NEW,2342 Summer Crest North,,Huntington,United States of America,3578,1949-11-24,2015-01-28,Magdy.Wilhelmson@gmx.pt,,9999-12-31,Magdy,F,Wilhelmson,SC5,,HI5,,(605)078-196462499,,E7O 1P9,VA,ACTIVE,275-53-7875,2,true
NEW,7204 Katherine Boulevard,,Chula Vista,United States of America,3579,1993-08-26,2015-01-28,Jacintha.Hesche@buffaloes.com,,9999-12-31,Jacintha,U,Hesche,BC10,,SC3,,,042-809201067,45237,TX,ACTIVE,991-44-8697,3,true
NEW,14333 Dolores Court,,Durham,United States of America,3580,1962-04-21,2015-01-28,Lulita.T.Mgmt@gmx.us,Lulita.T.Mgmt@ProtectAnimals.com,9999-12-31,Lulita,U,Mgmt,OK5,T,OH1,,+1(289)276-054362387,,M9F 1S9,Alberta,ACTIVE,578-48-1900,3,true
NEW,19068 Coventry Park,,Long Beach,United States of America,3581,1993-05-10,2015-01-29,Jean-Marie.K.Delolmodiez@wildmail.com,Jean-Marie.K.Delolmodiez@netdove.net,9999-12-31,Jean-Marie,M,Delolmodiez,ON2,K,NC1,,,,48238,WY,ACTIVE,400-61-5369,1,true
NEW,16606 McAfee West,,Springfield,Canada,3582,1977-01-05,2015-01-29,Christine.Schwenk@gmx.ph,Christine.Schwenk@devils.com,9999-12-31,Christine,U,Schwenk,NM5,,MO2,,,,90239,IL,ACTIVE,534-92-9536,2,true
NEW,21575 Woolridge Lane,,Pembroke Pines,United States of America,3583,1917-09-16,2015-01-30,Claudetta.Annab@wildmail.com,Claudetta.Annab@aggies.com,9999-12-31,Claudetta,U,Annab,NM6,,MT10,,,,E7N 1M1,CA,ACTIVE,713-25-8792,3,true
NEW,3029 Hickory Lower,,Boise,United States of America,3584,1991-05-11,2015-02-03,MaryLou.Q.Typer@wildmail.com,MaryLou.Q.Typer@safe-mail.net,9999-12-31,MaryLou,M,Typer,NT6,Q,MT10,,,,28218,Manitoba,ACTIVE,804-21-6047,2,true
NEW,24795 Clover Court,Apt. 440,Overland Park,Canada,3585,1953-01-01,2015-02-03,Wileen.M.Serbin@RespectAnimals.com,,9999-12-31,Wileen,U,Serbin,ON6,M,IA2,,,,75025,WV,ACTIVE,058-05-5829,3,true
NEW,20215 Nealy Avenue,,Livonia,Canada,4379,1943-04-27,2016-10-10,Oguz.Ruck@aol.com,,9999-12-31,Oguz,U,Ruck,DE1,,OH4,,,,20076,NC,ACTIVE,682-15-7020,1,true
NEW,8825 Amherst Drive,,Jackson,United States of America,4380,1970-01-31,2016-10-11,Nevil.Gaughan@teancum.net,,9999-12-31,Nevil,U,Gaughan,MB9,,TX1,,222-250243283,,94113,SC,ACTIVE,520-70-6121,3,true
NEW,2461 Vista Park,,Tallahassee,Canada,4381,1927-05-23,2016-10-11,Netty.U.Ahmad@mailmaniacs.com,Netty.U.Ahmad@RespectAnimals.com,9999-12-31,Netty,U,Ahmad,NB5,U,GA5,(232)790-369509308,,,T6B 1C4,Newfoundland,ACTIVE,899-86-9252,1,true
NEW,6148 Kimberley Rue,,Hay River,United States of America,4382,2001-08-01,2016-10-12,Danna.Parkash@SoftHome.net,,2017-03-24,Danna,U,Parkash,MB8,,NJ5,887-669703313,,,V6T 1Q4,TX,ACTIVE,500-19-6176,3,false
UPDCUST,6148 Kimberley Rue,,Fort Smith,United States of America,4382,2001-08-01,2017-03-24,Danna.Parkash@gmx.it,,9999-12-31,Danna,U,Parkash,MB8,,NJ5,887-669703313,,,V6T 1Q4,CT,ACTIVE,500-19-6176,3,true
NEW,23956 Sheriden Way,,Los Angeles,United States of America,4383,1929-03-30,2016-10-12,Turus.Hoequist@myfastmail.com,Turus.Hoequist@fastmail.fm,9999-12-31,Turus,M,Hoequist,MD1,,WV3,,,,80099,New Brunswick,ACTIVE,820-76-2159,3,true
NEW,18207 Conley South,Apt. 35,West Covina,United States of America,4384,1991-03-02,2016-10-13,Wing-Man.E.Huether@gmx.com.my,,9999-12-31,Wing-Man,U,Huether,PE5,E,AK1,,,,06133,OR,ACTIVE,250-88-9099,3,true
NEW,5993 Noonan Lower,,North Las Vegas,Canada,4385,1993-01-21,2016-10-13,Subhra.Hildebrand@gmx.fr,Subhra.Hildebrand@taunusstein.net,9999-12-31,Subhra,U,Hildebrand,MT5,,NB5,013-790731479,,,40505,Quebec,ACTIVE,759-26-5991,3,true
NEW,11711 Park Stream Way,,Vancouver,United States of America,4386,1982-03-10,2016-10-13,Pierre.N.Trasmundi@gmx.ph,Pierre.N.Trasmundi@gmx.es,9999-12-31,Pierre,M,Trasmundi,NV1,N,AK1,,,,68122,Manitoba,ACTIVE,121-44-5495,3,true
NEW,8400 Polaris West,,Yellow Knife,United States of America,4387,1964-07-12,2016-10-17,Fanny.Attenborough@netdove.net,,9999-12-31,Fanny,U,Attenborough,CN1,,IA4,,355-235045089,,35294,PA,ACTIVE,429-46-6174,3,true
NEW,16218 Wakeforest East,,Memphis,United States of America,4388,2007-03-04,2016-10-17,Benjamin.A.Skelly@macgui.com,Benjamin.A.Skelly@lawyer.com,9999-12-31,Benjamin,M,Skelly,MO2,A,GA2,,,,R3A 1M9,NJ,ACTIVE,147-05-8197,3,true
NEW,1063 Los Altos North,,Savannah,Canada,4389,2001-11-06,2016-10-18,Jagdish.Schonberger@gmx.co.uk,,9999-12-31,Jagdish,U,Schonberger,MD1,,BC3,,,,45254,GA,ACTIVE,876-36-6379,3,true
NEW,16165 Ottley North,,Lexington,United States of America,4390,1936-01-29,2016-10-18,Grissel.Kotval@lavabit.com,Grissel.Kotval@gmx.com.my,9999-12-31,Grissel,M,Kotval,IA9,,CA2,,,,V5C 1M4,NC,ACTIVE,995-53-4240,3,true
NEW,20823 West Chapel Avenue,,Winnipeg,United States of America,4391,1966-11-18,2016-10-19,Kien.U.Pesold@gmx.sg,Kien.U.Pesold@hush.com,9999-12-31,Kien,M,Pesold,YT9,U,BC9,,,,M4J 1O7,IN,ACTIVE,055-88-7927,3,true
NEW,11183 Wilshire Avenue,,Santa Clara,United States of America,4392,1918-05-04,2016-10-19,Dorothee.R.Kreiger@shtrudel.org,,9999-12-31,Dorothee,U,Kreiger,NT8,R,NT2,,,,19025,CO,ACTIVE,156-73-6322,1,true
NEW,20156 Southlake Drive,,Garland,United States of America,4393,1932-04-30,2016-10-19,Leda.Chima@rediffmail.com,,9999-12-31,Leda,U,Chima,ID8,,OH5,026-733837568,,,M6U 1H8,FL,ACTIVE,570-56-1963,3,true
NEW,2446 Forest Lane,Apt. 80,New York,United States of America,4394,1946-11-14,2016-10-20,Lea.N.Mathewson@gmx.it,,9999-12-31,Lea,F,Mathewson,YT1,N,DE7,,,,H5J 1Q3,RI,ACTIVE,573-86-7043,3,true
NEW,12158 Brinkman Lane,,St. Catharines,United States of America,4395,1946-11-08,2016-10-20,Randolph.Frederick@gmx.ph,Randolph.Frederick@deadaddress.com,9999-12-31,Randolph,F,Frederick,ON9,,IA8,+1(918)772-858671951,,,25339,TX,ACTIVE,196-87-6470,3,true
NEW,18815 Washington West,,Fresno,United States of America,4396,1937-04-10,2016-10-20,Bill.Temp@enveloped.org,Bill.Temp@devils.com,9999-12-31,Bill,U,Temp,PA1,,SC1,,,,C2A 4W8,HI,ACTIVE,069-77-0270,3,true
NEW,3690 Plumb Boulevard,,Warwick,United States of America,4397,1936-11-08,2016-10-21,StClair.N.Fixsen@deadaddress.com,,9999-12-31,StClair,F,Fixsen,NB2,N,ON8,,,,M9D 1T6,TX,ACTIVE,758-51-1223,3,true
NEW,4144 Lake Park Lane,Suite 397,Houston,United States of America,4398,1955-10-13,2016-10-25,Rodie.D.Beebe@myfastmail.com,Rodie.D.Beebe@myway.com,9999-12-31,Rodie,M,Beebe,NH1,D,PE8,,,,83702,New Brunswick,ACTIVE,209-30-7985,2,true
NEW,24200 North Crescent,,Saskatoon,United States of America,4399,1979-08-14,2016-10-25,Davida.Oslund@ip6.li,,9999-12-31,Davida,U,Oslund,NT8,,ME2,,,,H5K 1R1,GA,ACTIVE,630-26-3884,3,true
NEW,9907 Upton South,,St. Louis,United States of America,4400,1993-05-09,2016-10-25,Renie.Abello@SoftHome.net,,9999-12-31,Renie,U,Abello,MI1,,ON4,,,,V6V 1W6,CO,ACTIVE,111-57-9673,3,true
NEW,16568 Bellflower North,Apt. 746,Baltimore,United States of America,4401,1985-04-01,2016-10-27,Geetha.G.Schrang@aol.com,Geetha.G.Schrang@ip6.li,9999-12-31,Geetha,U,Schrang,SK2,G,SK1,,,,44309,AR,ACTIVE,310-69-5270,3,true
NEW,5798 Belt Line Park,,Hay River,United States of America,4402,1955-06-13,2016-10-27,Karel.Lockett@teancum.net,,9999-12-31,Karel,U,Lockett,ME2,,NB2,,,,80087,SC,ACTIVE,186-02-5313,2,true
NEW,3406 Kiel North,,Plano,United States of America,4403,1994-05-20,2016-10-27,Issi.Wichman@post.com,,9999-12-31,Issi,U,Wichman,AR5,,CA1,,,,60707,WV,ACTIVE,869-28-8678,1,true
NEW,5118 Montview Court,,Montpelier,United States of America,4404,1983-06-10,2016-10-28,Syd.Mayne@buffaloes.com,,9999-12-31,Syd,U,Mayne,WV5,,OR1,,,,99676,Saskatchewan,ACTIVE,684-45-5977,3,true
NEW,9828 West East,,Charlotte,United States of America,4405,1942-11-03,2016-10-28,Abdalla.Kinley@deadaddress.com,,9999-12-31,Abdalla,F,Kinley,NS8,,NF2,+1(632)900-842155570,,,90849,RI,ACTIVE,193-02-5870,3,true
NEW,9933 Inwood South,,Detroit,United States of America,4406,1995-04-27,2016-10-28,Katey.L.Rohan@gmx.pt,,9999-12-31,Katey,U,Rohan,HI7,L,MB1,,,,M5A 1U8,NH,ACTIVE,491-79-1025,3,true
NEW,19131 Lullwood Park,,Indianapolis,United States of America,4407,1996-10-30,2016-10-28,Charmine.F.Pyron@kify.net,Charmine.F.Pyron@london.com,9999-12-31,Charmine,F,Pyron,AR1,F,NE4,,,077-608371678,H5L 1Q7,Alberta,ACTIVE,078-01-4271,3,true
NEW,3542 Blount Boulevard,,Augusta,United States of America,4408,1979-11-30,2016-10-29,Alison.Wai@lpemail.com,Alison.Wai@privacyharbor.com,9999-12-31,Alison,F,Wai,MT6,,AZ5,,,,64134,ID,ACTIVE,859-88-1230,3,true
NEW,20839 Hudson Street,,Las Vegas,United States of America,4409,1971-06-23,2016-11-03,Cristie.I.Unkles@dcemail.com,,9999-12-31,Cristie,M,Unkles,AZ1,I,OR2,,,,58106,NV,ACTIVE,055-77-3542,1,true
NEW,19282 Holly Upper,,Anaheim,Canada,3822,1976-12-22,2015-08-03,Kaia.O.Mathieu@gmx.hk,Kaia.O.Mathieu@gawab.com,9999-12-31,Kaia,M,Mathieu,NT5,O,NE4,,,,23513,LA,ACTIVE,025-24-9933,2,true
NEW,21370 King Rue,,Iqaluit,Canada,3823,1980-12-05,2015-08-04,Parham.Z.Hoscheid@ip6.li,,9999-12-31,Parham,F,Hoscheid,ON7,Z,MB4,,,,64107,SD,ACTIVE,190-71-3729,3,true
NEW,15256 Neilson Avenue,,Portland,Canada,3824,1996-07-02,2015-08-04,Fey.Fricks@mailmaniacs.com,,9999-12-31,Fey,U,Fricks,NF5,,TX1,,,,10099,VA,ACTIVE,829-44-5475,1,true
NEW,14324 Waverly Lower,,Knoxville,United States of America,3825,1954-05-04,2015-08-05,Kippie.V.Kriz@wildmail.com,,9999-12-31,Kippie,U,Kriz,NU6,V,NB4,,,,93820,VA,ACTIVE,391-16-1424,2,true
NEW,12417 Airport Drive,,New York,United States of America,3826,1995-11-28,2015-08-09,Myrtle.I.Engelberg@RespectAnimals.com,,9999-12-31,Myrtle,U,Engelberg,SK6,I,ND4,,,,94138,MI,ACTIVE,962-92-3282,3,true
NEW,8789 Throckmorton Boulevard,,Seattle,United States of America,3827,1979-06-23,2015-08-10,Liduine.Z.Hacker@teancum.net,Liduine.Z.Hacker@letterbox.org,9999-12-31,Liduine,U,Hacker,UT5,Z,SK1,,,,77071,Alberta,ACTIVE,877-50-9664,3,true
NEW,2494 Tosca Road,,Colorado Springs,United States of America,3828,2011-12-24,2015-08-10,Jasmin.O.Copleston@mail2world.com,,9999-12-31,Jasmin,U,Copleston,OK3,O,OR1,,933-593110477,,55159,Saskatchewan,ACTIVE,180-39-3843,2,true
NEW,8442 Deerwood Avenue,,Beaumont,United States of America,3829,1976-03-10,2015-08-10,Louisette.Desautels@vfemail.net,Louisette.Desautels@yahoo.com,9999-12-31,Louisette,U,Desautels,PE9,,ME1,,,,79926,VA,ACTIVE,212-68-3918,2,true
NEW,9580 Tanbark Road,Suite 464,Idaho Falls,United States of America,3830,2014-11-27,2015-08-10,Tetsuyuki.Colton@gmx.com.my,Tetsuyuki.Colton@box.az,9999-12-31,Tetsuyuki,U,Colton,OK7,,SK3,(583)571-683678445,,,83729,KS,ACTIVE,926-37-3845,3,true
NEW,7041 Leon Upper,,Hilo,Canada,3831,1955-11-18,2015-08-11,Youji.D.Omura@gmx.fr,,9999-12-31,Youji,M,Omura,BC8,D,ME3,,035-240138676,,V5B 1P7,WI,ACTIVE,900-98-6671,3,true
